filename,width,height,class,xmin,ymin,xmax,ymax
005247_02_jpg.rf.22d1677b3717610825a19046c5e9a01d.jpg,640,640,car,555,411,640,561

004603_01_jpg.rf.239c9afc13a4d6b25e193e6f40be1a67.jpg,640,640,motercycle,0,0,640,640
004420_01_jpg.rf.24b78c97adb22b5e01e321e66f9e53ff.jpg,640,640,motercycle,1,0,640,638
004411_10_jpg.rf.24abe2d4eafb895465a2168f3a2b4e4f.jpg,640,640,motercycle,14,0,638,587
003880_01_jpg.rf.2515d741a9db88a1a76bdf02af948387.jpg,640,640,car,129,0,640,182
003880_01_jpg.rf.2515d741a9db88a1a76bdf02af948387.jpg,640,640,ambulance,21,43,574,640
003892_00_jpg.rf.2384320c076c1cb9a51a3cf266fd81d4.jpg,640,640,bus,0,0,640,640
004127_18_jpg.rf.20336d0513cc21a0c31258b86879d86a.jpg,640,640,bus,0,1,640,640
004626_10_jpg.rf.2530de82a215627ad9a4c7dc4f9a5cf7.jpg,640,640,bus,15,9,609,586
004890_10_jpg.rf.24fd4b75f3831f8dbc1d292b98d0f53d.jpg,640,640,bus,62,0,640,640
004751_00_jpg.rf.222f03a41da794d9f8bf9825f9bf5084.jpg,640,640,motercycle,0,0,640,640
003852_10_jpg.rf.257e050898911612555d151ff1c5b5f2.jpg,640,640,bus,0,0,640,640
004803_10_jpg.rf.262fcf9cd90ce4fc003eeaea554b40ea.jpg,640,640,bus,24,10,622,588
004304_05_jpg.rf.268b51bfa610d357473a0a2d1aa60886.jpg,640,640,bus,5,8,635,632
004127_18_jpg.rf.25902681a658642259b0260362eb2251.jpg,640,640,bus,4,7,635,639

005144_02_jpg.rf.269c13374e8e9601043673ed1d95420b.jpg,640,640,motercycle,0,0,640,617
004612_00_jpg.rf.26ccfcf657ff721d27969a981cd40502.jpg,640,640,bus,0,6,640,640
004271_18_jpg.rf.26b04b91e5547c8f758f6e06cbf610d2.jpg,640,640,bus,0,0,640,640
004788_10_jpg.rf.273024f0d50bc1837770c6d823322f7b.jpg,640,640,motercycle,11,0,609,634
004481_01_jpg.rf.26acc81ef91cfe866030895704279d6b.jpg,640,640,motercycle,12,0,605,629
003946_18_jpg.rf.2752d3522be0d6098f29a669074149d5.jpg,640,640,motercycle,2,45,637,615
004901_01_jpg.rf.27b2bcc0850c393cd24432835d47181b.jpg,640,640,car,0,4,639,634
004810_18_jpg.rf.277e6c0b65a41d14a8ae80e5b4030bf2.jpg,640,640,bus,0,18,640,640
005324_02_jpg.rf.280c55c7f9c9fd1902b0f097638173ac.jpg,640,640,bus,13,12,636,610
005028_09_jpg.rf.25396a4d11e7baed53b867928326a49d.jpg,640,640,motercycle,0,0,640,640
005238_17_jpg.rf.25862c03b6d1d6cb26e1af8119bbd864.jpg,640,640,bus,0,0,640,640

004997_01_jpg.rf.2923f0a4da9f7fd3f8c213425ff2425b.jpg,640,640,bus,41,0,570,640
004904_01_jpg.rf.293feddd697362c273ebe6d29fe685e6.jpg,640,640,bus,0,0,640,640
004640_02_jpg.rf.280df800fbe96b81215ecc5ba5bca31a.jpg,640,640,bus,1,21,614,613
004640_02_jpg.rf.280df800fbe96b81215ecc5ba5bca31a.jpg,640,640,car,588,450,640,525
004640_02_jpg.rf.280df800fbe96b81215ecc5ba5bca31a.jpg,640,640,car,569,435,620,476
005439_02_jpg.rf.296e73d9a0317f4fb0eef206b3219d6d.jpg,640,640,motercycle,1,29,629,586
005161_18_jpg.rf.29a361709ae109551581e81cea7a9ae1.jpg,640,640,motercycle,11,29,636,640
005340_17_jpg.rf.29be82e9a6511771e76222ed1270ebda.jpg,640,640,car,6,32,618,600
004428_09_jpg.rf.29ce5e343702d6a09a352f2578483de8.jpg,640,640,motercycle,1,5,638,636

004404_10_jpg.rf.2a2b968b10f9590e81b38b2d59619238.jpg,640,640,bus,0,0,640,638
004311_18_jpg.rf.2a5061dccbb0399fa850d933f5f1c9ce.jpg,640,640,bus,0,0,639,639
004126_09_jpg.rf.29ca9c9b9ad982695f54e34287469399.jpg,640,640,motercycle,19,32,614,640
004025_10_jpg.rf.2a733ad237e6f390401e5b1f979fc85c.jpg,640,640,car,0,0,616,640
004420_17_jpg.rf.2aae0e999ac57752f500bc9dae1e2c56.jpg,640,640,motercycle,14,4,635,638
005463_05_jpg.rf.2a77935f15cf4e6bb1096f0810ad5787.jpg,640,640,motercycle,0,4,639,639
004634_00_jpg.rf.2ac0ceaeb26e88f4ce857db907374f85.jpg,640,640,motercycle,0,0,640,640
004745_10_jpg.rf.2aec67922b9b6d6e80e834026eaa97e0.jpg,640,640,car,0,113,631,621
004835_10_jpg.rf.2b324a81c6e753d8f186b244fb808b86.jpg,640,640,bus,1,0,635,640
004835_10_jpg.rf.2b324a81c6e753d8f186b244fb808b86.jpg,640,640,car,571,266,640,455

004133_01_jpg.rf.2b72cfdf63e5c3cb0d3d165da206bc7e.jpg,640,640,bus,0,0,640,640
004823_10_jpg.rf.2bb01bf017c67ea37a855044f3712be0.jpg,640,640,bus,0,0,640,640
005137_00_jpg.rf.2c3702f91c44497fd67d60bb5c43312d.jpg,640,640,motercycle,1,1,621,636
005105_09_jpg.rf.2c8ff72669748284ba9729cf7a9fb1a3.jpg,640,640,bus,11,0,640,640
003760_10_jpg.rf.2c72d34b14ef7665cee71f8a49a35271.jpg,640,640,ambulance,0,0,618,579
004595_18_jpg.rf.2d0e6c2cba6801825cf969724750b466.jpg,640,640,bus,0,0,639,595
003511_04_jpg.rf.2d2bb5b2669b155990226d15acca0aa4.jpg,640,640,car,0,0,639,639
004231_05_jpg.rf.2ca9593cfe4fbeb151baf7d8f6c65d5c.jpg,640,640,car,0,0,125,103
004420_01_jpg.rf.2e062f1a199682769d7584d5a33129b3.jpg,640,640,motercycle,0,0,640,640
004162_17_jpg.rf.2e2217e87865ab57d8181bf64637b242.jpg,640,640,car,0,0,640,630
004599_17_jpg.rf.2e233a9c9b1e2343f1ec0aa64fb71863.jpg,640,640,motercycle,2,17,635,636
004502_02_jpg.rf.2e5b2c0e0c5920dbe7584f9bb9efff2d.jpg,640,640,motercycle,0,0,636,640
005050_02_jpg.rf.2f38321387f36d5614d23ce4099fb9b6.jpg,640,640,bus,3,4,628,628
005296_02_jpg.rf.2f663e3df8c1399ce4cf340f73432622.jpg,640,640,motercycle,21,7,636,638
004974_18_jpg.rf.2fba81e549cc8a0f78f75449cffeaac1.jpg,640,640,bus,0,0,640,640
004597_10_jpg.rf.2f3836059b6972084161ffcf119faa2b.jpg,640,640,motercycle,2,2,637,633
004581_01_jpg.rf.2e2685ec33c6497c5ea831839437dec1.jpg,640,640,motercycle,47,37,611,583
004685_01_jpg.rf.2f810be38faf59c75b9564188d3fe49e.jpg,640,640,bus,20,43,623,626
004452_18_jpg.rf.2f5ccd3aa1d8b437a811187b34643761.jpg,640,640,bus,32,16,616,630
004349_05_jpg.rf.2fda39592d6c40605d5c62cf824030f9.jpg,640,640,bus,0,0,640,640
004736_05_jpg.rf.3040741e3611830009beca521075b705.jpg,640,640,motercycle,49,61,638,561
005420_00_jpg.rf.2fee9608a5ba8416888278686baa0759.jpg,640,640,bus,0,33,640,624

005360_09_jpg.rf.306c643e78f4ed0cceec9874226bea00.jpg,640,640,motercycle,83,52,621,618
004644_18_jpg.rf.30a7b3e2f455325a65dbe176e7285f43.jpg,640,640,bus,3,0,640,640
004361_01_jpg.rf.30af19e0e95bdcbe06a9d3196faf4d5f.jpg,640,640,motercycle,1,85,640,613
004412_18_jpg.rf.30c7256f3c5427957b4e42a1172a9a0f.jpg,640,640,motercycle,0,0,640,628
004731_09_jpg.rf.310f9b7f979e298fa8f80409c7e1ca97.jpg,640,640,ambulance,0,0,640,608

004340_01_jpg.rf.3248a035155a9a515cbb0fd1d49ecd6b.jpg,640,640,motercycle,22,5,629,611
003866_05_jpg.rf.3172ff616311e7a60b0324f92f2849c0.jpg,640,640,bus,0,11,640,640
004827_01_jpg.rf.3252381c86f75108df8dc8293130130c.jpg,640,640,bus,4,7,635,633
005071_09_jpg.rf.3275de27baade1d7d410453949297bc2.jpg,640,640,ambulance,0,0,640,640
005071_09_jpg.rf.3275de27baade1d7d410453949297bc2.jpg,640,640,motercycle,338,198,422,237
004795_01_jpg.rf.3258bd45d0aff1cea912c2d922108ad2.jpg,640,640,motercycle,0,0,640,640
005171_09_jpg.rf.327abd6af952ebdc6f1edf7fc60897b9.jpg,640,640,car,11,1,634,619
003625_05_jpg.rf.32eb3112bda2912d2c7b8c9f15d3e962.jpg,640,640,ambulance,63,1,533,639
004591_02_jpg.rf.329ce81dcde14a0a5242d621ecd4cb18.jpg,640,640,motercycle,51,24,568,564
005168_18_jpg.rf.31073346fe7d4bec19977fe49426aacd.jpg,640,640,motercycle,0,0,640,640
005001_10_jpg.rf.310c9fa65e6769a41facc2f463733cdb.jpg,640,640,bus,0,0,640,640
004231_05_jpg.rf.336c226e9f4e3a695f4ecc5572758fcd.jpg,640,640,car,0,0,127,105
005439_02_jpg.rf.33b328cfdbfdd805b329b526fe26b8aa.jpg,640,640,motercycle,6,34,625,581
004721_01_jpg.rf.33b4a60d1241b4c3e2b64ced5f324d39.jpg,640,640,bus,0,0,640,640
005197_05_jpg.rf.3286f6c4340845ae70d8781e722ea8cf.jpg,640,640,motercycle,169,314,373,460
004304_05_jpg.rf.33b543a068d9cd39191203ec378cec61.jpg,640,640,bus,2,6,638,634
005132_17_jpg.rf.33ce715909b4856f8353c0222a12ef76.jpg,640,640,bus,0,13,640,640
004897_09_jpg.rf.3439543bcb3d1560dd50b823f44dcf5a.jpg,640,640,motercycle,39,36,613,618
005171_09_jpg.rf.34213a0b1b33c3ff2254a4dc483521e0.jpg,640,640,car,0,0,640,640
004562_02_jpg.rf.3545bc5f3a819362d81a0f7267005bc5.jpg,640,640,motercycle,1,1,636,635
005426_05_jpg.rf.34b893958f3c086b565107cddc78853a.jpg,640,640,bus,4,0,640,640
003760_10_jpg.rf.34f9480c593f0b83c69b3797bcadde78.jpg,640,640,ambulance,0,18,601,560
004986_05_jpg.rf.35b33832434a52844eb541cb46e9cb81.jpg,640,640,car,5,0,637,639
004901_01_jpg.rf.359bb1ec6afc2086f1323edbccf071c5.jpg,640,640,car,0,0,640,640
005382_18_jpg.rf.33782e5221f4bbb9be83b9576ee43546.jpg,640,640,bus,14,16,634,621
005382_18_jpg.rf.33782e5221f4bbb9be83b9576ee43546.jpg,640,640,car,0,394,22,500
005050_02_jpg.rf.35a30702b3a8480ad23469a39fc0fe58.jpg,640,640,bus,3,4,628,628

004760_09_jpg.rf.35f4846366bb0b926fd3c5e32ecb6b2d.jpg,640,640,bus,0,26,640,640
004760_09_jpg.rf.35f4846366bb0b926fd3c5e32ecb6b2d.jpg,640,640,motercycle,611,481,640,583
005070_09_jpg.rf.35fc38fd1d6a4fdad44a5c51d031235a.jpg,640,640,car,0,0,634,635
004923_02_jpg.rf.3613fe40e84c68b9f50960de6591e402.jpg,640,640,bus,324,379,455,423
004923_02_jpg.rf.3613fe40e84c68b9f50960de6591e402.jpg,640,640,car,0,1,640,640
004517_18_jpg.rf.347469a9cb82be1c62ced93ef84f071b.jpg,640,640,bus,0,0,640,640
004281_17_jpg.rf.362105519ab575d6f7913243eda56ad7.jpg,640,640,bus,0,18,640,627
005054_18_jpg.rf.36707a93e9738ca6f35fdad2678af7cb.jpg,640,640,bus,1,0,636,639
004507_17_jpg.rf.36b5a48beb484f52a668e455f445ece3.jpg,640,640,ambulance,44,0,590,587
005488_17_jpg.rf.36ef83d006ccd96452eaf8dc83274263.jpg,640,640,car,2,27,638,616
004420_17_jpg.rf.3744c3ced98fdd444b8b14f63a914926.jpg,640,640,motercycle,14,4,635,638
004119_00_jpg.rf.37ac836201a9c86649198937447b4a33.jpg,640,640,motercycle,0,22,640,640
003866_05_jpg.rf.37f888be1747029d22a96efc2d575227.jpg,640,640,bus,1,35,636,618
004827_01_jpg.rf.37f63d2d170848692961076d1c44abe3.jpg,640,640,bus,0,1,639,638
005360_09_jpg.rf.37f8bd7ba8992b6e55bc5315c6248051.jpg,640,640,motercycle,83,52,621,618
004331_10_jpg.rf.364947224b01dfcbadab8f3f62bbbeeb.jpg,640,640,motercycle,0,1,633,639
003786_05_jpg.rf.385553dd16a80a10dcf988eab6ed29eb.jpg,640,640,car,0,0,640,640
004127_18_jpg.rf.386bba39db419cd38ecc788f6d245378.jpg,640,640,bus,0,0,640,640

003852_10_jpg.rf.38e9bdc306a406356627c6c5fb3dd9f9.jpg,640,640,bus,0,3,638,631

005269_09_jpg.rf.38da5fccc54e260907c6966cd83516b7.jpg,640,640,motercycle,15,14,637,638
004696_17_jpg.rf.391d25f06bd42c41db342de5c488fd8a.jpg,640,640,bus,0,0,640,640
004805_00_jpg.rf.393649c082599d7ab93a08df745a005d.jpg,640,640,bus,10,10,638,628
004410_09_jpg.rf.394789b29e67325c506a741b1738d6e8.jpg,640,640,bus,17,41,628,596
004410_09_jpg.rf.394789b29e67325c506a741b1738d6e8.jpg,640,640,car,467,457,639,639
004541_10_jpg.rf.39a498dfcb74936882eba8e32627a4c6.jpg,640,640,ambulance,0,0,640,640
004122_18_jpg.rf.39376b2c21dc87e56174595d34a2c9b7.jpg,640,640,bus,73,12,584,638
004576_00_jpg.rf.3a79f16003e28755963d4b0134d953e1.jpg,640,640,motercycle,0,0,640,640
004340_01_jpg.rf.3a5b4b86dda0c03cd2546e1d1fcc8c58.jpg,640,640,motercycle,22,5,629,611
005211_02_jpg.rf.398911ece9aaef6b323f35ea9e850ade.jpg,640,640,motercycle,15,56,640,640

003868_02_jpg.rf.3a7ed66ecec28ce65886b247045fa1e0.jpg,640,640,bus,15,0,560,636
004943_02_jpg.rf.3aa21c8fb6988d1525d88e143473ec6c.jpg,640,640,motercycle,0,33,640,630
004803_17_jpg.rf.3a9ddf3f68630862890c402991ec8c35.jpg,640,640,bus,10,5,640,638
004114_10_jpg.rf.394f02a4d96cd2eff4d9aba2d8686794.jpg,640,640,motercycle,0,0,640,640
004958_09_jpg.rf.3aa61b4762bc152d0e3d16bc61a0d9ee.jpg,640,640,bus,0,0,640,640
005399_01_jpg.rf.390b09968b00ef397d3e7888e9e2aa73.jpg,640,640,motercycle,0,0,640,640
005443_18_jpg.rf.3b8dc09193b9dc102c79229768320e7a.jpg,640,640,car,18,0,620,638
005212_02_jpg.rf.3b1bca4549949e6c5872bd4cffbffb7b.jpg,640,640,bus,50,39,607,608
005334_01_jpg.rf.3be4f0fec9cedd6f77167dafbf0e5008.jpg,640,640,bus,0,0,620,636
004713_01_jpg.rf.3b1815aba614730b6b7d6b438123be04.jpg,640,640,motercycle,0,12,634,640


004452_18_jpg.rf.3c2fe7dc539c3e3c8e763fcd4b07a648.jpg,640,640,bus,37,21,611,625
004335_10_jpg.rf.3c73d05aaa889ee94074781932ef9926.jpg,640,640,car,0,0,566,639
005146_18_jpg.rf.3c83b25a52fdc1d686651b1b7655734a.jpg,640,640,motercycle,0,0,640,640
004442_17_jpg.rf.3cec248e2a4033fac808a50790fb0957.jpg,640,640,motercycle,0,0,640,630
003776_09_jpg.rf.3d80ef3fbb0de34f9015f9f5d291db9a.jpg,640,640,motercycle,36,52,638,634
005116_17_jpg.rf.3d931251d0034f1e70cbc2fb6e3a8a7e.jpg,640,640,motercycle,0,0,640,640
005360_02_jpg.rf.3d7dca743dda734d436c3ab92b161e4d.jpg,640,640,bus,38,36,628,640
005360_02_jpg.rf.3d7dca743dda734d436c3ab92b161e4d.jpg,640,640,car,510,477,640,640
005169_10_jpg.rf.3e2e9475e38a46200062a050d028cdac.jpg,640,640,motercycle,21,24,640,640

003494_10_jpg.rf.3e32e5cf966c4114c7ceb8c17cb596c6.jpg,640,640,bus,0,17,604,612
004857_01_jpg.rf.3ea2cb0475488713680daafd1291d057.jpg,640,640,motercycle,44,2,637,637
004516_17_jpg.rf.3e14050bdc9c1bd47c573e9d70533e2a.jpg,640,640,motercycle,0,12,630,634
004581_01_jpg.rf.3f09bd288d4527d12fdd5c17e032d956.jpg,640,640,motercycle,54,44,604,576
005071_09_jpg.rf.3ea76b9b691e2834805c2377cc5860ef.jpg,640,640,ambulance,0,0,640,640
005071_09_jpg.rf.3ea76b9b691e2834805c2377cc5860ef.jpg,640,640,motercycle,337,198,423,237
004224_02_jpg.rf.3dac9f29e28979d8a3d3773171cb2a03.jpg,640,640,ambulance,0,1,640,639
004745_10_jpg.rf.3f0472b844706ab957142fc560f1725d.jpg,640,640,car,2,116,630,619
004763_01_jpg.rf.3f0c9cd4b86691592f1bca88ebe9dbb4.jpg,640,640,bus,0,0,640,640
004996_10_jpg.rf.3f1659fbc4077483e39f2d1d499318de.jpg,640,640,motercycle,0,39,637,637

004558_18_jpg.rf.3f1e8e2f6029a04d81ba0b2bdb08f69e.jpg,640,640,motercycle,24,0,533,609
003596_10_jpg.rf.3f84f7a8492f73a1a67345b84484fa57.jpg,640,640,bus,13,0,639,639
004673_02_jpg.rf.3f9ef7c2d06c7764a98af83be6ec6bf7.jpg,640,640,car,0,15,640,640
004595_18_jpg.rf.3fb957560c6a858a006014a9577f2cdb.jpg,640,640,bus,0,0,640,618

004508_00_jpg.rf.40a8ccb7db45e62043da77842c25ea27.jpg,640,640,bus,22,16,569,609
004508_00_jpg.rf.40a8ccb7db45e62043da77842c25ea27.jpg,640,640,car,578,398,639,450

004297_00_jpg.rf.3f86b16b50713b1d5afc6fcfeff86b12.jpg,640,640,motercycle,0,32,640,639
004432_05_jpg.rf.40554f60b57b0c172c15ca653bfdb038.jpg,640,640,ambulance,0,0,640,620
005355_17_jpg.rf.3ff3169c04873dd25bbe0daa123de08f.jpg,640,640,bus,0,0,630,640
005090_00_jpg.rf.3fc18c9c27f32b1831558f50467072d1.jpg,640,640,motercycle,10,23,631,607
005216_18_jpg.rf.40ff6b6b3f69c3d8296a48b46e2827c6.jpg,640,640,motercycle,0,11,633,596
004139_18_jpg.rf.40743dacbb7da9d04b3c0321e4739d25.jpg,640,640,car,0,0,640,640

004594_01_jpg.rf.413de0a2155bc28de03e26de4b213c55.jpg,640,640,motercycle,4,0,640,640
005078_18_jpg.rf.412547bd67bd58d4b3a07ef6ab198d52.jpg,640,640,motercycle,0,0,640,640
004211_09_jpg.rf.4132e387a304a862bfdd0c87df9f45dc.jpg,640,640,bus,0,0,640,632
004507_17_jpg.rf.417fc2c3e3c33e6102df882eed827be1.jpg,640,640,ambulance,29,0,604,600
004786_00_jpg.rf.4159a43be0bc468839268e926dcb33c8.jpg,640,640,motercycle,0,0,640,640
005111_17_jpg.rf.41c4f11a73c72129cdf967a0db83e37c.jpg,640,640,motercycle,0,0,640,640
005318_18_jpg.rf.419cbc989080c8655d6360bbeef3113a.jpg,640,640,motercycle,8,3,640,622

003868_02_jpg.rf.425a57df8ba5eff506664e6e67c46689.jpg,640,640,bus,14,0,560,636
005091_05_jpg.rf.429935a5a2cf665833082849bff802bb.jpg,640,640,ambulance,0,0,640,640
004874_00_jpg.rf.42d3b8060344a940350e52666d263814.jpg,640,640,motercycle,6,4,636,635
004422_05_jpg.rf.41c5153daf462e250d30dbee80739b2c.jpg,640,640,motercycle,2,78,634,629
005344_05_jpg.rf.423b3426c422271959119e675d1d0611.jpg,640,640,bus,4,2,640,612
005267_02_jpg.rf.43a8ad581f68b3ed5477c41108db222b.jpg,640,640,ambulance,0,30,640,640
005208_18_jpg.rf.437212f4d540456d42b638e8124e8fb1.jpg,640,640,motercycle,330,0,640,193
005208_18_jpg.rf.437212f4d540456d42b638e8124e8fb1.jpg,640,640,motercycle,30,52,613,640
004460_01_jpg.rf.432ace8a9bed1ee19cb1037c310538c9.jpg,640,640,bus,222,323,262,426
004460_01_jpg.rf.432ace8a9bed1ee19cb1037c310538c9.jpg,640,640,motercycle,0,1,640,628
005280_05_jpg.rf.4369717c404cf224f2a0b81a45e4d0c4.jpg,640,640,bus,0,8,629,635
005010_17_jpg.rf.43d252d26535a6452bfb39326bf7ee7b.jpg,640,640,motercycle,5,2,636,636
004876_02_jpg.rf.43ef67e4c5b88bf0f821f3f7580db154.jpg,640,640,motercycle,0,0,640,640
003939_17_jpg.rf.447580caaac9c6a33bb02a41d58db02c.jpg,640,640,motercycle,21,58,637,637
005463_05_jpg.rf.443967514587d1742b60d3516918c10b.jpg,640,640,motercycle,0,1,640,640
005042_10_jpg.rf.4494a0e1f401e6ad1c680a01f931692a.jpg,640,640,motercycle,0,0,640,635
004248_10_jpg.rf.442276a94d826bfcedbf1a21c547e5bf.jpg,640,640,bus,0,0,640,640
005151_01_jpg.rf.44f8e8bfb1178c72fd42c6a1121e7ac9.jpg,640,640,motercycle,2,2,638,637
004909_17_jpg.rf.449ff356a7f074dfe6bada64f239d52d.jpg,640,640,motercycle,6,4,638,576
005197_10_jpg.rf.450d5cfbfbf1071100cb4bc1e444667d.jpg,640,640,motercycle,22,0,640,616
003982_17_jpg.rf.44a1ec1b12c3109ee57e3f8f39972988.jpg,640,640,bus,0,0,640,640


005059_01_jpg.rf.455e3978fd74824c02f499faddd07da0.jpg,640,640,motercycle,108,105,308,373
004434_18_jpg.rf.4562780f429ac49320e8970a159c0855.jpg,640,640,bus,9,4,640,616
004685_01_jpg.rf.44b77e08033fb41fce738524d119aff3.jpg,640,640,bus,0,21,640,640
003866_05_jpg.rf.460d54a2bb2e2ef755620160a2491273.jpg,640,640,bus,0,29,640,623
005186_00_jpg.rf.45e05ca8af2bc981f5de947f6da108f1.jpg,640,640,motercycle,0,13,640,640
004089_18_jpg.rf.46dde8e60d4fe2e54e70fcd9be285eeb.jpg,640,640,car,0,0,640,640
004508_00_jpg.rf.46c3bae82b5563c0790468538cfa1b67.jpg,640,640,bus,8,3,583,622
004508_00_jpg.rf.46c3bae82b5563c0790468538cfa1b67.jpg,640,640,car,576,395,640,452
004938_00_jpg.rf.46d3752b9de21f0fc9cc367fa99a6836.jpg,640,640,bus,0,20,640,640
003545_01_jpg.rf.45ee67753c6502fd4717f11f64624656.jpg,640,640,bus,0,0,640,640
004669_01_jpg.rf.4538e9fda39a315de3b2272152055528.jpg,640,640,motercycle,10,0,627,640
004412_02_jpg.rf.4675fd7939dffc80f3aff7a2605ba939.jpg,640,640,bus,2,4,634,570
004649_05_jpg.rf.4733987b45e36ee2a34e7f114beefbe8.jpg,640,640,bus,0,0,640,636
005344_05_jpg.rf.002bd6f71e6a4aa2e8ff83432955c337.jpg,640,640,bus,25,25,628,591
004097_01_jpg.rf.002f9c19d6d25dc4f03e89656f30d3d1.jpg,640,640,car,0,0,640,640
004491_17_jpg.rf.002dc1c403d261f2f47e684fc71e46d5.jpg,640,640,car,1,1,639,637
005320_05_jpg.rf.0048bd2b56c6e40a6bdf8419ecfc63d7.jpg,640,640,car,14,0,616,607
004331_10_jpg.rf.007e702db7d6e807a83e7b93243f5f87.jpg,640,640,motercycle,0,1,633,639


004732_00_jpg.rf.00fa2c206d99087b62a65688076b15e0.jpg,640,640,bus,0,0,521,640
004471_02_jpg.rf.004290c8b98f89c84e9bbebf5524269b.jpg,640,640,bus,0,46,640,598
004495_05_jpg.rf.0043d9b12566e9dd2391eb1faf30471f.jpg,640,640,motercycle,10,18,635,610
005445_05_jpg.rf.01ad7508da12136a7d3466ff4dfd8d62.jpg,640,640,motercycle,9,58,637,612
